,entity,tag,sample
903,vanilla,B-FOOD,31
904,extract,I-FOOD,31
905,teaspoon,B-UNIT,31
906,ground,B-PROCESS,31
907,cinnamon,B-FOOD,31
908,¾,B-QUANTITY,31
909,cup,B-UNIT,31
910,water,B-FOOD,31
911,milk,B-FOOD,31
912,boiling,B-PROCESS,31
913,1,B-QUANTITY,31
914,tablespoon,B-UNIT,31
915,lemon,B-FOOD,31
916,juice,I-FOOD,31
917,tablespoon,B-UNIT,31
918,extra,B-PHYSICAL_QUALITY,31
919,olive,B-FOOD,31
920,oil,I-FOOD,31
921,1,B-QUANTITY,32
922,banana,B-FOOD,32
923,1,B-QUANTITY,32
924,maraschino,B-FOOD,32
925,cherry,I-FOOD,32
926,7,B-QUANTITY,32
927,ounce,B-UNIT,32
928,canned,B-UNIT,32
929,whipped,B-PROCESS,32
930,cream,B-FOOD,32
931,1,B-QUANTITY,32
932,cup,B-UNIT,32
933,mashed,B-PROCESS,32
934,banana,B-FOOD,32
935,1,B-QUANTITY,32
936,tablespoon,B-UNIT,32
937,vanilla,B-FOOD,32
938,extract,I-FOOD,32
939,teaspoon,B-UNIT,32
940,ground,B-PROCESS,32
941,cinnamon,B-FOOD,32
942,¾,B-QUANTITY,32
943,cup,B-UNIT,32
944,water,B-FOOD,32
945,milk,B-FOOD,32
946,boiling,B-PROCESS,32
947,1,B-QUANTITY,32
948,tablespoon,B-UNIT,32
949,lemon,B-FOOD,32
950,juice,I-FOOD,32
951,tablespoon,B-UNIT,32
952,extra,B-PHYSICAL_QUALITY,32
953,olive,B-FOOD,32
954,oil,I-FOOD,32
955,2,B-QUANTITY,33
956,slices,B-UNIT,33
957,bread,B-FOOD,33
958,1,B-QUANTITY,33
959,slice,B-UNIT,33
960,American,B-FOOD,33
961,cheese,I-FOOD,33
962,tablespoon,B-UNIT,33
963,mayonnaise,B-FOOD,33
964,cream,B-FOOD,33
965,1,B-QUANTITY,33
966,cup,B-UNIT,33
967,mashed,B-PROCESS,33
968,banana,B-FOOD,33
969,1,B-QUANTITY,33
970,tablespoon,B-UNIT,33
971,vanilla,B-FOOD,33
972,extract,I-FOOD,33
973,teaspoon,B-UNIT,33
974,ground,B-PROCESS,33
975,cinnamon,B-FOOD,33
976,¾,B-QUANTITY,33
977,cup,B-UNIT,33
978,water,B-FOOD,33
979,milk,B-FOOD,33
980,boiling,B-PROCESS,33
981,1,B-QUANTITY,33
982,tablespoon,B-UNIT,33
983,lemon,B-FOOD,33
984,juice,I-FOOD,33
985,tablespoon,B-UNIT,33
986,extra,B-PHYSICAL_QUALITY,33
987,olive,B-FOOD,33
988,oil,I-FOOD,33
989,2,B-QUANTITY,34
990,cups,B-UNIT,34
991,watermelon,B-FOOD,34
992,3,B-QUANTITY,34
993,tablespoons,B-UNIT,34
994,sugar,B-FOOD,34
995,8,B-QUANTITY,34
996,mint,B-FOOD,34
997,leaves,B-UNIT,34
998,3,B-QUANTITY,34
999,tablespoons,B-UNIT,34
1000,lemon,B-FOOD,34
1001,juice,I-FOOD,34
1002,ice,B-FOOD,34
1003,cubes,I-FOOD,34
1004,tablespoon,B-UNIT,34
1005,vanilla,B-FOOD,34
1006,extract,I-FOOD,34
1007,teaspoon,B-UNIT,34
1008,ground,B-PROCESS,34
1009,cinnamon,B-FOOD,34
1010,¾,B-QUANTITY,34
1011,cup,B-UNIT,34
1012,water,B-FOOD,34
1013,milk,B-FOOD,34
1014,boiling,B-PROCESS,34
1015,1,B-QUANTITY,34
1016,tablespoon,B-UNIT,34
1017,lemon,B-FOOD,34
1018,juice,I-FOOD,34
1019,tablespoon,B-UNIT,34
1020,extra,B-PHYSICAL_QUALITY,34
1021,olive,B-FOOD,34
1022,oil,I-FOOD,34
1023,2,B-QUANTITY,35
1024,ounces,B-UNIT,35
1025,unsweetened,B-TASTE,35
1026,baking,B-FOOD,35
1027,chocolate,I-FOOD,35
1028,ounces,B-UNIT,35
1029,sweetened,B-TASTE,35
1030,condensed,B-PHYSICAL_QUALITY,35
1031,milk,B-FOOD,35
1032,4,B-QUANTITY,35
1033,cups,B-UNIT,35
1034,water,B-FOOD,35
1035,1,B-QUANTITY,35
1036,teaspoon,B-UNIT,35
1037,vanilla,B-FOOD,35
1038,tablespoon,B-UNIT,35
1039,vanilla,B-FOOD,35
1040,extract,I-FOOD,35
1041,teaspoon,B-UNIT,35
1042,ground,B-PROCESS,35
1043,cinnamon,B-FOOD,35
1044,¾,B-QUANTITY,35
1045,cup,B-UNIT,35
1046,water,B-FOOD,35
1047,milk,B-FOOD,35
1048,boiling,B-PROCESS,35
1049,1,B-QUANTITY,35
1050,tablespoon,B-UNIT,35
1051,lemon,B-FOOD,35
1052,juice,I-FOOD,35
1053,tablespoon,B-UNIT,35
1054,extra,B-PHYSICAL_QUALITY,35
1055,olive,B-FOOD,35
1056,oil,I-FOOD,35
1057,8,B-QUANTITY,36
1058,slices,B-UNIT,36
1059,bacon,B-FOOD,36
1060,1,B-QUANTITY,36
1061,large,B-PHYSICAL_QUALITY,36
1062,onion,B-FOOD,36
1063,chopped,B-PROCESS,36
1064,2,B-QUANTITY,36
1065,16,B-QUANTITY,36
1066,ounce,B-UNIT,36
1067,bags,B-UNIT,36
1068,frozen,B-PROCESS,36
1069,cut,B-PROCESS,36
1070,okra,B-FOOD,36
1071,2,B-QUANTITY,36
1072,lb.,B-UNIT,36
1073,fresh,B-PHYSICAL_QUALITY,36
1074,okra,B-FOOD,36
1075,sliced,B-PROCESS,36
1076,into,I-PROCESS,36
1077,14,B-QUANTITY,36
1078,ounce,B-UNIT,36
1079,cans,B-UNIT,36
1080,diced,B-PROCESS,36
1081,tomatoes,B-FOOD,36
1082,undrained,B-PROCESS,36
1083,salt,B-FOOD,36
1084,pepper,B-FOOD,36
1085,lemon,B-FOOD,36
1086,juice,I-FOOD,36
1087,tablespoon,B-UNIT,36
1088,extra,B-PHYSICAL_QUALITY,36
1089,olive,B-FOOD,36
1090,oil,I-FOOD,36
1091,4,B-QUANTITY,37
1092,cups,B-UNIT,37
1093,flour,B-FOOD,37
1094,1/2,B-QUANTITY,37
1095,teaspoon,B-UNIT,37
1096,salt,B-FOOD,37
1097,1,B-QUANTITY,37
1098,teaspoon,B-UNIT,37
1099,baking,B-FOOD,37
1100,1,B-QUANTITY,37
1101,3/4,I-QUANTITY,37
1102,milk,B-FOOD,37
1103,cut,B-PROCESS,37
1104,okra,B-FOOD,37
1105,2,B-QUANTITY,37
1106,lb.,B-UNIT,37
1107,fresh,B-PHYSICAL_QUALITY,37
1108,okra,B-FOOD,37
1109,sliced,B-PROCESS,37
1110,into,I-PROCESS,37
1111,14,B-QUANTITY,37
1112,ounce,B-UNIT,37
1113,cans,B-UNIT,37
1114,diced,B-PROCESS,37
1115,tomatoes,B-FOOD,37
1116,undrained,B-PROCESS,37
1117,salt,B-FOOD,37
1118,pepper,B-FOOD,37
1119,lemon,B-FOOD,37
1120,juice,I-FOOD,37
1121,tablespoon,B-UNIT,37
1122,extra,B-PHYSICAL_QUALITY,37
1123,olive,B-FOOD,37
1124,oil,I-FOOD,37
1125,3,B-QUANTITY,38
1126,lettuces,B-FOOD,38
1127,butter,B-FOOD,38
1128,20,B-QUANTITY,38
1129,milliliters,B-UNIT,38
1130,red,B-FOOD,38
1131,wine,I-FOOD,38
1132,teaspoons,B-UNIT,38
1133,Dijon,B-FOOD,38
1134,mustard,I-FOOD,38
1135,milliliters,B-UNIT,38
1136,extra,B-PHYSICAL_QUALITY,38
1137,olive,B-FOOD,38
1138,oil,I-FOOD,38
1139,cup,B-UNIT,38
1140,sliced,B-PROCESS,38
1141,green,B-COLOR,38
1142,olives,B-FOOD,38
1143,pitted,B-PHYSICAL_QUALITY,38
1144,1/4,B-QUANTITY,38
1145,cup,B-UNIT,38
1146,sliced,B-PROCESS,38
1147,black,B-COLOR,38
1148,olives,B-FOOD,38
1149,pitted,B-PHYSICAL_QUALITY,38
1150,2,B-QUANTITY,38
1151,vine,B-FOOD,38
1152,ripened,B-PHYSICAL_QUALITY,38
1153,tomatoes,B-FOOD,38
1154,de-seeded,B-PROCESS,38
1155,chopped,B-PROCESS,38
1156,extra,B-PHYSICAL_QUALITY,38
1157,olive,B-FOOD,38
1158,oil,I-FOOD,38
1159,2,B-QUANTITY,39
1160,large,B-PHYSICAL_QUALITY,39
1161,fresh,B-PHYSICAL_QUALITY,39
1162,tomatoes,B-FOOD,39
1163,2,B-QUANTITY,39
1164,lbs,B-UNIT,39
1165,cherry,B-FOOD,39
1166,1,B-QUANTITY,39
1167,1⁄2,I-QUANTITY,39
1168,fresh,B-PHYSICAL_QUALITY,39
1169,corn,B-FOOD,39
1170,1,B-QUANTITY,39
1171,1/2,I-QUANTITY,39
1172,frozen,B-PHYSICAL_QUALITY,39
1173,corn,B-FOOD,39
1174,blanched,B-PROCESS,39
1175,drained,B-PROCESS,39
1176,8,B-QUANTITY,39
1177,fresh,B-PHYSICAL_QUALITY,39
1178,basil,B-FOOD,39
1179,leaves,B-UNIT,39
1180,balsamic,B-FOOD,39
1181,extra,B-PHYSICAL_QUALITY,39
1182,olive,B-FOOD,39
1183,oil,I-FOOD,39
1184,2,B-QUANTITY,39
1185,vine,B-FOOD,39
1186,ripened,B-PHYSICAL_QUALITY,39
1187,tomatoes,B-FOOD,39
1188,de-seeded,B-PROCESS,39
1189,chopped,B-PROCESS,39
1190,extra,B-PHYSICAL_QUALITY,39
1191,olive,B-FOOD,39
1192,oil,I-FOOD,39
1193,2,B-QUANTITY,40
1194,slices,B-UNIT,40
1195,sandwich,B-FOOD,40
1196,whole,B-PHYSICAL_QUALITY,40
1197,wheat),I-PHYSICAL_QUALITY,40
1198,slices,B-UNIT,40
1199,swiss,B-FOOD,40
1200,cheese,I-FOOD,40
1201,ounces,B-UNIT,40
1202,thinly,B-PROCESS,40
1203,sliced,I-PROCESS,40
1204,2,B-QUANTITY,40
1205,pineapple,B-FOOD,40
1206,slices,I-FOOD,40
1207,thin,B-PHYSICAL_QUALITY,40
1208,3,B-QUANTITY,40
1209,fresh,B-PHYSICAL_QUALITY,40
1210,basil,B-FOOD,40
1211,leaves,B-UNIT,40
1212,1,B-QUANTITY,40
1213,tablespoon,B-UNIT,40
1214,butter,B-FOOD,40
1215,extra,B-PHYSICAL_QUALITY,40
1216,olive,B-FOOD,40
1217,oil,I-FOOD,40
1218,2,B-QUANTITY,40
1219,vine,B-FOOD,40
1220,ripened,B-PHYSICAL_QUALITY,40
1221,tomatoes,B-FOOD,40
1222,de-seeded,B-PROCESS,40
1223,chopped,B-PROCESS,40
1224,extra,B-PHYSICAL_QUALITY,40
1225,olive,B-FOOD,40
1226,oil,I-FOOD,40
1227,3,B-QUANTITY,41
1228,tablespoons,B-UNIT,41
1229,kosher,B-FOOD,41
1230,salt,B-FOOD,41
1231,1,B-QUANTITY,41
1232,1/2,I-QUANTITY,41
1233,brown,B-COLOR,41
1234,sugar,B-FOOD,41
1235,1,B-QUANTITY,41
1236,orange,B-FOOD,41
1237,zested,B-PROCESS,41
1238,1,B-QUANTITY,41
1239,teaspoon,B-UNIT,41
1240,black,B-COLOR,41
1241,pepper,B-FOOD,41
1242,1,B-QUANTITY,41
1243,tablespoon,B-UNIT,41
1244,fresh,B-PHYSICAL_QUALITY,41
1245,thyme,B-FOOD,41
1246,leaves,I-FOOD,41
1247,pounds,B-UNIT,41
1248,turkey,B-FOOD,41
1249,completely,B-PROCESS,41
1250,olive,B-FOOD,41
1251,oil,I-FOOD,41
1252,2,B-QUANTITY,41
1253,vine,B-FOOD,41
1254,ripened,B-PHYSICAL_QUALITY,41
1255,tomatoes,B-FOOD,41
1256,de-seeded,B-PROCESS,41
1257,chopped,B-PROCESS,41
1258,extra,B-PHYSICAL_QUALITY,41
1259,olive,B-FOOD,41
1260,oil,I-FOOD,41
1261,1,B-QUANTITY,42
1262,box,B-UNIT,42
1263,cake,B-FOOD,42
1264,prepared,B-PROCESS,42
1265,per,I-PROCESS,42
1266,ounces,B-UNIT,42
1267,cream,B-FOOD,42
1268,cake,B-PHYSICAL_QUALITY,42
1269,icing,I-PHYSICAL_QUALITY,42
1270,bag,B-UNIT,42
1271,chocolates,B-FOOD,42
1272,white,B-COLOR,42
1273,melting,B-PHYSICAL_QUALITY,42
1274,candy,B-FOOD,42
1275,sprinkles,I-FOOD,42
1276,1,B-QUANTITY,42
1277,tablespoon,B-UNIT,42
1278,fresh,B-PHYSICAL_QUALITY,42
1279,thyme,B-FOOD,42
1280,leaves,I-FOOD,42
1281,pounds,B-UNIT,42
1282,turkey,B-FOOD,42
1283,completely,B-PROCESS,42
1284,olive,B-FOOD,42
1285,oil,I-FOOD,42
1286,2,B-QUANTITY,42
1287,vine,B-FOOD,42
1288,ripened,B-PHYSICAL_QUALITY,42
1289,tomatoes,B-FOOD,42
1290,de-seeded,B-PROCESS,42
1291,chopped,B-PROCESS,42
1292,extra,B-PHYSICAL_QUALITY,42
1293,olive,B-FOOD,42
1294,oil,I-FOOD,42
1295,1,B-QUANTITY,43
1296,cup,B-UNIT,43
1297,all,B-FOOD,43
1298,1,B-QUANTITY,43
1299,1/2,I-QUANTITY,43
1300,baking,B-FOOD,43
1301,powder,I-FOOD,43
1302,cup,B-UNIT,43
1303,butter,B-FOOD,43
1304,softened,B-PROCESS,43
1305,1,B-QUANTITY,43
1306,cup,B-UNIT,43
1307,confectioners',B-FOOD,43
1308,sugar,I-FOOD,43
1309,eggs,B-FOOD,43
1310,room,B-PHYSICAL_QUALITY,43
1311,temperature,I-PHYSICAL_QUALITY,43
1312,teaspoon,B-UNIT,43
1313,vanilla,B-FOOD,43
1314,extract,I-FOOD,43
1315,cup,B-UNIT,43
1316,milk,B-FOOD,43
1317,room,B-PHYSICAL_QUALITY,43
1318,olive,B-FOOD,43
1319,oil,I-FOOD,43
1320,2,B-QUANTITY,43
1321,vine,B-FOOD,43
1322,ripened,B-PHYSICAL_QUALITY,43
1323,tomatoes,B-FOOD,43
1324,de-seeded,B-PROCESS,43
1325,chopped,B-PROCESS,43
1326,extra,B-PHYSICAL_QUALITY,43
1327,olive,B-FOOD,43
1328,oil,I-FOOD,43
1329,4,B-QUANTITY,44
1330,green,B-COLOR,44
1331,onions,B-FOOD,44
1332,chopped,B-PROCESS,44
1333,6,B-QUANTITY,44
1334,ounces,B-UNIT,44
1335,cheddar,B-FOOD,44
1336,cheese,I-FOOD,44
1337,12,B-QUANTITY,44
1338,ounces,B-UNIT,44
1339,bacon,B-FOOD,44
1340,cooked,B-PROCESS,44
1341,crubled,B-PROCESS,44
1342,3,B-QUANTITY,44
1343,ounces,B-UNIT,44
1344,slivered,B-PROCESS,44
1345,almonds,B-FOOD,44
1346,teaspoon,B-UNIT,44
1347,vanilla,B-FOOD,44
1348,extract,I-FOOD,44
1349,cup,B-UNIT,44
1350,milk,B-FOOD,44
1351,room,B-PHYSICAL_QUALITY,44
1352,olive,B-FOOD,44
1353,oil,I-FOOD,44
1354,2,B-QUANTITY,44
1355,vine,B-FOOD,44
1356,ripened,B-PHYSICAL_QUALITY,44
1357,tomatoes,B-FOOD,44
1358,de-seeded,B-PROCESS,44
1359,chopped,B-PROCESS,44
1360,extra,B-PHYSICAL_QUALITY,44
1361,olive,B-FOOD,44
1362,oil,I-FOOD,44
1363,6,B-QUANTITY,45
1364,tablespoons,B-UNIT,45
1365,butter,B-FOOD,45
1366,melted,B-PROCESS,45
1367,3,B-QUANTITY,45
1368,cups,B-UNIT,45
1369,powdered,B-PHYSICAL_QUALITY,45
1370,sugar,B-FOOD,45
1371,2,B-QUANTITY,45
1372,teaspoons,B-UNIT,45
1373,vanilla,B-FOOD,45
1374,3,B-QUANTITY,45
1375,tablespoons,B-UNIT,45
1376,heavy,B-FOOD,45
1377,cream,I-FOOD,45
1378,slivered,B-PROCESS,45
1379,almonds,B-FOOD,45
1380,teaspoon,B-UNIT,45
1381,vanilla,B-FOOD,45
1382,extract,I-FOOD,45
1383,cup,B-UNIT,45
1384,milk,B-FOOD,45
1385,room,B-PHYSICAL_QUALITY,45
1386,olive,B-FOOD,45
1387,oil,I-FOOD,45
1388,2,B-QUANTITY,45
1389,vine,B-FOOD,45
1390,ripened,B-PHYSICAL_QUALITY,45
1391,tomatoes,B-FOOD,45
1392,de-seeded,B-PROCESS,45
1393,chopped,B-PROCESS,45
1394,extra,B-PHYSICAL_QUALITY,45
1395,olive,B-FOOD,45
1396,oil,I-FOOD,45
1397,1,B-QUANTITY,46
1398,tablespoon,B-UNIT,46
1399,butter,B-FOOD,46
1400,1,B-QUANTITY,46
1401,tablespoon,B-UNIT,46
1402,margarine,B-FOOD,46
1403,4,B-QUANTITY,46
1404,boneless,B-PHYSICAL_QUALITY,46
1405,skinless,B-PHYSICAL_QUALITY,46
1406,chicken,B-FOOD,46
1407,breast,B-PART,46
1408,halves,I-PART,46
1409,6,B-QUANTITY,46
1410,ounce,B-UNIT,46
1411,box,B-UNIT,46
1412,chicken,B-FOOD,46
1413,flavor,I-FOOD,46
1414,10,B-QUANTITY,46
1415,3/4,I-QUANTITY,46
1416,can,B-UNIT,46
1417,mushroom,B-FOOD,46
1418,10,B-QUANTITY,46
1419,3/4,I-QUANTITY,46
1420,can,B-UNIT,46
1421,cream,B-FOOD,46
1422,of,I-FOOD,46
1423,cup,B-UNIT,46
1424,milk,B-FOOD,46
1425,1⁄2,B-QUANTITY,46
1426,cup,B-UNIT,46
1427,shredded,B-PROCESS,46
1428,cheddar,B-FOOD,46
1429,cheese,I-FOOD,46
1430,cups,B-UNIT,46
1431,cooked,B-PROCESS,46
1432,vegetables,B-FOOD,46
1433,2,B-QUANTITY,47
1434,eggs,B-FOOD,47
1435,room,B-PHYSICAL_QUALITY,47
1436,temperature,I-PHYSICAL_QUALITY,47
1437,pepper,B-FOOD,47
1438,1,B-QUANTITY,47
1439,tablespoon,B-UNIT,47
1440,clarified,B-FOOD,47
1441,butter,I-FOOD,47
1442,Pinch,B-UNIT,47
1443,of,I-UNIT,47
1444,for,B-PURPOSE,47
1445,garnish,I-PURPOSE,47
1446,ounce,B-UNIT,47
1447,box,B-UNIT,47
1448,chicken,B-FOOD,47
1449,flavor,I-FOOD,47
1450,10,B-QUANTITY,47
1451,3/4,I-QUANTITY,47
1452,can,B-UNIT,47
1453,mushroom,B-FOOD,47
1454,10,B-QUANTITY,47
1455,3/4,I-QUANTITY,47
1456,can,B-UNIT,47
1457,cream,B-FOOD,47
1458,of,I-FOOD,47
1459,cup,B-UNIT,47
1460,milk,B-FOOD,47
1461,1⁄2,B-QUANTITY,47
1462,cup,B-UNIT,47
1463,shredded,B-PROCESS,47
1464,cheddar,B-FOOD,47
1465,cheese,I-FOOD,47
1466,cups,B-UNIT,47
1467,cooked,B-PROCESS,47
1468,vegetables,B-FOOD,47
1469,1,B-QUANTITY,48
1470,package,B-UNIT,48
1471,chocolate,B-FOOD,48
1472,cake,I-FOOD,48
1473,cup,B-UNIT,48
1474,marshmallow,B-FOOD,48
1475,¾,B-QUANTITY,48
1476,cup,B-UNIT,48
1477,graham,B-FOOD,48
1478,cracker,I-FOOD,48
1479,½,B-QUANTITY,48
1480,cup,B-UNIT,48
1481,oil,B-FOOD,48
1482,2,B-QUANTITY,48
1483,eggs,B-FOOD,48
1484,chicken,B-FOOD,48
1485,flavor,I-FOOD,48
1486,10,B-QUANTITY,48
1487,3/4,I-QUANTITY,48
1488,can,B-UNIT,48
1489,mushroom,B-FOOD,48
1490,10,B-QUANTITY,48
1491,3/4,I-QUANTITY,48
1492,can,B-UNIT,48
1493,cream,B-FOOD,48
1494,of,I-FOOD,48
1495,cup,B-UNIT,48
1496,milk,B-FOOD,48
1497,1⁄2,B-QUANTITY,48
1498,cup,B-UNIT,48
1499,shredded,B-PROCESS,48
1500,cheddar,B-FOOD,48
1501,cheese,I-FOOD,48
1502,cups,B-UNIT,48
1503,cooked,B-PROCESS,48
1504,vegetables,B-FOOD,48
1505,3,B-QUANTITY,49
1506,quarts,B-UNIT,49
1507,popped,B-PROCESS,49
1508,popcorn,B-FOOD,49
1509,remove,B-PROCESS,49
1510,unpopped,I-PROCESS,49
1511,cup,B-UNIT,49
1512,butter,B-FOOD,49
1513,1⁄4,B-QUANTITY,49
1514,cup,B-UNIT,49
1515,oil,B-FOOD,49
1516,1,B-QUANTITY,49
1517,16,B-QUANTITY,49
1518,ounce,B-UNIT,49
1519,bag,B-UNIT,49
1520,miniature,B-PHYSICAL_QUALITY,49
1521,marshmallows,B-FOOD,49
1522,1,B-QUANTITY,49
1523,8,B-QUANTITY,49
1524,ounce,B-UNIT,49
1525,container,B-UNIT,49
1526,roasted,B-PHYSICAL_QUALITY,49
1527,unsalted,B-TASTE,49
1528,peanuts,B-FOOD,49
1529,1,B-QUANTITY,49
1530,16,B-QUANTITY,49
1531,ounce,B-UNIT,49
1532,bag,B-UNIT,49
1533,plain,B-FOOD,49
1534,chocolate,I-FOOD,49
1535,shredded,B-PROCESS,49
1536,cheddar,B-FOOD,49
1537,cheese,I-FOOD,49
1538,cups,B-UNIT,49
1539,cooked,B-PROCESS,49
1540,vegetables,B-FOOD,49
1541,1,B-UNIT,50
1542,onion,B-FOOD,50
1543,medium,B-PHYSICAL_QUALITY,50
1544,sliced,B-PROCESS,50
1545,1,B-QUANTITY,50
1546,apple,B-FOOD,50
1547,medium,B-PHYSICAL_QUALITY,50
1548,sliced,B-PROCESS,50
1549,1,B-QUANTITY,50
1550,head,B-UNIT,50
1551,red,B-COLOR,50
1552,cabbage,B-FOOD,50
1553,shredded,B-PROCESS,50
1554,1/3,B-QUANTITY,50
1555,cup,B-UNIT,50
1556,sugar,B-FOOD,50
1557,1/3,B-QUANTITY,50
1558,cup,B-UNIT,50
1559,white,B-COLOR,50
1560,vinegar,B-FOOD,50
1561,1/2,B-QUANTITY,50
1562,teaspoon,B-UNIT,50
1563,salt,B-FOOD,50
1564,1/4,B-QUANTITY,50
1565,teaspoon,B-UNIT,50
1566,pepper,B-FOOD,50
1567,ounce,B-UNIT,50
1568,bag,B-UNIT,50
1569,plain,B-FOOD,50
1570,chocolate,I-FOOD,50
1571,shredded,B-PROCESS,50
1572,cheddar,B-FOOD,50
1573,cheese,I-FOOD,50
1574,cups,B-UNIT,50
1575,cooked,B-PROCESS,50
1576,vegetables,B-FOOD,50
1577,2,B-QUANTITY,51
1578,pounds,B-UNIT,51
1579,flank,B-FOOD,51
1580,steak,I-FOOD,51
1581,lime,B-FOOD,51
1582,3,B-QUANTITY,51
1583,tablespoons,B-UNIT,51
1584,steak,B-FOOD,51
1585,seasoning,I-FOOD,51
1586,tablespoons,B-UNIT,51
1587,olive,B-FOOD,51
1588,oil,I-FOOD,51
1589,shredded,B-PROCESS,51
1590,1/3,B-QUANTITY,51
1591,cup,B-UNIT,51
1592,sugar,B-FOOD,51
1593,1/3,B-QUANTITY,51
1594,cup,B-UNIT,51
1595,white,B-COLOR,51
1596,vinegar,B-FOOD,51
1597,1/2,B-QUANTITY,51
1598,teaspoon,B-UNIT,51
1599,salt,B-FOOD,51
1600,1/4,B-QUANTITY,51
1601,teaspoon,B-UNIT,51
1602,pepper,B-FOOD,51
1603,ounce,B-UNIT,51
1604,bag,B-UNIT,51
1605,plain,B-FOOD,51
1606,chocolate,I-FOOD,51
1607,shredded,B-PROCESS,51
1608,cheddar,B-FOOD,51
1609,cheese,I-FOOD,51
1610,cups,B-UNIT,51
1611,cooked,B-PROCESS,51
1612,vegetables,B-FOOD,51
1613,3/4,B-QUANTITY,52
1614,cup,B-UNIT,52
1615,arrowroot,B-FOOD,52
1616,1,B-QUANTITY,52
1617,1/2,I-QUANTITY,52
1618,milk,B-FOOD,52
1619,1,B-QUANTITY,52
1620,tablespoon,B-UNIT,52
1621,baking,B-FOOD,52
1622,powder,I-FOOD,52
1623,teaspoon,B-UNIT,52
1624,sea,B-FOOD,52
1625,salt,I-FOOD,52
1626,eggs,B-FOOD,52
1627,2,B-QUANTITY,52
1628,tablespoons,B-UNIT,52
1629,coconut,B-FOOD,52
1630,oil,I-FOOD,52
1631,more,B-QUANTITY,52
1632,for,B-PURPOSE,52
1633,cooking,I-PURPOSE,52
1634,drops,B-UNIT,52
1635,liquid,B-PHYSICAL_QUALITY,52
1636,stevia,B-FOOD,52
1637,teaspoon,B-UNIT,52
1638,pepper,B-FOOD,52
1639,ounce,B-UNIT,52
1640,bag,B-UNIT,52
1641,plain,B-FOOD,52
1642,chocolate,I-FOOD,52
1643,shredded,B-PROCESS,52
1644,cheddar,B-FOOD,52
1645,cheese,I-FOOD,52
1646,cups,B-UNIT,52
1647,cooked,B-PROCESS,52
1648,vegetables,B-FOOD,52
1649,8,B-QUANTITY,53
1650,slices,B-UNIT,53
1651,whole,B-FOOD,53
1652,grain,I-FOOD,53
1653,slices,B-UNIT,53
1654,provolone,B-FOOD,53
1655,cheese,I-FOOD,53
1656,tablespoons,B-UNIT,53
1657,Tabasco,B-FOOD,53
1658,4,B-QUANTITY,53
1659,tablespoons,B-UNIT,53
1660,pesto,B-FOOD,53
1661,sauce,I-FOOD,53
1662,ounces,B-UNIT,53
1663,spinach,B-FOOD,53
1664,fresh,B-PHYSICAL_QUALITY,53
1665,2,B-QUANTITY,53
1666,tablespoons,B-UNIT,53
1667,olive,B-FOOD,53
1668,for,B-PURPOSE,53
1669,cooking,I-PURPOSE,53
1670,drops,B-UNIT,53
1671,liquid,B-PHYSICAL_QUALITY,53
1672,stevia,B-FOOD,53
1673,teaspoon,B-UNIT,53
1674,pepper,B-FOOD,53
1675,ounce,B-UNIT,53
1676,bag,B-UNIT,53
1677,plain,B-FOOD,53
1678,chocolate,I-FOOD,53
1679,shredded,B-PROCESS,53
1680,cheddar,B-FOOD,53
1681,cheese,I-FOOD,53
1682,cups,B-UNIT,53
1683,cooked,B-PROCESS,53
1684,vegetables,B-FOOD,53
1685,1,B-QUANTITY,54
1686,3⁄4,I-QUANTITY,54
1687,crushed,B-PROCESS,54
1688,graham,B-FOOD,54
1689,cracker,I-FOOD,54
1690,cup,B-UNIT,54
1691,sugar,B-FOOD,54
1692,1⁄4,B-QUANTITY,54
1693,cup,B-UNIT,54
1694,melted,B-PROCESS,54
1695,butter,B-FOOD,54
1696,2,B-QUANTITY,54
1697,cups,B-UNIT,54
1698,whipped,B-FOOD,54
1699,dream,I-FOOD,54
1700,envelope,B-UNIT,54
1701,1⁄2,B-QUANTITY,54
1702,teaspoon,B-UNIT,54
1703,vanilla,B-FOOD,54
1704,1,B-QUANTITY,54
1705,8,B-QUANTITY,54
1706,ounce,B-UNIT,54
1707,package,B-UNIT,54
1708,cream,B-FOOD,54
1709,cheese,I-FOOD,54
1710,1,B-QUANTITY,54
1711,28,B-QUANTITY,54
1712,ounce,B-UNIT,54
1713,can,B-UNIT,54
1714,cherry,B-FOOD,54
1715,pie,I-FOOD,54
1716,cheddar,B-FOOD,54
1717,cheese,I-FOOD,54
1718,cups,B-UNIT,54
1719,cooked,B-PROCESS,54
1720,vegetables,B-FOOD,54
1721,9,B-QUANTITY,55
1722,ounces,B-UNIT,55
1723,semi-sweet,B-TASTE,55
1724,chocolate,B-FOOD,55
1725,1,B-QUANTITY,55
1726,1⁄2,I-QUANTITY,55
1727,heavy,B-FOOD,55
1728,lightly,B-PROCESS,55
1729,for,B-PURPOSE,55
1730,serving,I-PURPOSE,55
1731,tablespoons,B-UNIT,55
1732,unsalted,B-TASTE,55
1733,butter,B-FOOD,55
1734,3,B-QUANTITY,55
1735,large,B-PHYSICAL_QUALITY,55
1736,eggs,B-FOOD,55
1737,1,B-QUANTITY,55
1738,teaspoon,B-UNIT,55
1739,vanilla,B-FOOD,55
1740,kosher,B-FOOD,55
1741,salt,I-FOOD,55
1742,for,B-PURPOSE,55
1743,serving,I-PURPOSE,55
